ACCOUNT_ID;AMOUNT;CURRENCY;BOOKING_DATE;TRANSACTION_DATE;VALUE_DATE;BOOKING_TEXT;BOOKING_TYPE;CATEGORY_CODE;USER_CATEGORY_CODE;TRANSACTION_TYPE;EXT_TYPE;CATEGORY_STATE;SPLIT_STATE;USER_NOTE
Konto 2.1;69.80;CHF;18.07.14 07:27:04.000000000;18.07.14 07:27:04.000000000;18.07.14 00:00:00.000000000;"Einkauf Dropa Steintal AG
17.07.2014/08:19 / Maestro-Karte 2.1";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;55.80;CHF;19.07.14 06:42:17.000000000;19.07.14 06:42:17.000000000;21.07.14 00:00:00.000000000;"Einkauf Manor AG - 477
18.07.2014/09:43 / Maestro-Karte 2.1";DEBIT;cv_leisure_shopping;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;68.80;CHF;19.07.14 07:11:39.000000000;19.07.14 07:11:39.000000000;21.07.14 00:00:00.000000000;"Einkauf Fetzenladen
17.07.2014/13:54 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;190.00;CHF;20.07.14 03:56:51.000000000;20.07.14 03:56:51.000000000;21.07.14 00:00:00.000000000;"Einkauf Dino Coiffeur
18.07.2014/11:44 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;263.50;CHF;23.07.14 04:26:34.000000000;23.07.14 04:26:34.000000000;23.07.14 00:00:00.000000000;"Einkauf Fetzenladen
21.07.2014/13:39 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;104.50;CHF;23.07.14 08:12:07.000000000;23.07.14 08:12:07.000000000;23.07.14 00:00:00.000000000;"Einkauf H & M
22.07.2014/10:54 / Maestro-Karte 2.1";DEBIT;cv_clothes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;39.90;CHF;24.07.14 06:13:03.000000000;24.07.14 06:13:03.000000000;24.07.14 00:00:00.000000000;"Einkauf Manor AG - 214
22.07.2014/12:53 / Maestro-Karte 2.1";DEBIT;cv_leisure_shopping;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;25.07.14 03:43:09.000000000;25.07.14 03:43:09.000000000;25.07.14 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;54.00;CHF;26.07.14 08:40:49.000000000;26.07.14 08:40:49.000000000;28.07.14 00:00:00.000000000;"Einkauf sport Baumann
24.07.2014/09:14 / Maestro-Karte 2.1";DEBIT;cv_sport;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;26.08.14 02:18:20.000000000;26.08.14 02:18:20.000000000;26.08.14 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;205.00;CHF;01.09.14 01:48:01.000000000;01.09.14 01:48:01.000000000;01.09.14 00:00:00.000000000;"Einkauf Dino Coiffeur
29.08.2014/11:18 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;196.40;CHF;14.09.14 05:56:02.000000000;14.09.14 05:56:02.000000000;15.09.14 00:00:00.000000000;"Einkauf Fetzenladen
12.09.2014/14:07 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;26.09.14 07:28:21.000000000;26.09.14 07:28:21.000000000;26.09.14 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;129.70;CHF;01.10.14 08:00:40.000000000;01.10.14 08:00:40.000000000;01.10.14 00:00:00.000000000;"Einkauf Fetzenladen
29.09.2014/10:15 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;151.00;CHF;05.10.14 03:41:21.000000000;05.10.14 03:41:21.000000000;06.10.14 00:00:00.000000000;"Einkauf Dino Coiffeur
03.10.2014/10:49 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;69.90;CHF;15.10.14 03:26:26.000000000;15.10.14 03:26:26.000000000;15.10.14 00:00:00.000000000;"Einkauf Vero Moda STG/008
14.10.2014/15:30 / Maestro-Karte 2.1";DEBIT;cv_clothes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;69.90;CHF;15.10.14 06:56:43.000000000;15.10.14 06:56:43.000000000;15.10.14 00:00:00.000000000;"Einkauf WE Men
14.10.2014/15:16 / Maestro-Karte 2.1";DEBIT;cv_clothes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;120.00;CHF;16.10.14 06:56:14.000000000;16.10.14 06:56:14.000000000;16.10.14 00:00:00.000000000;"Einkauf ACT Dis
14.10.2014/16:53 / Maestro-Karte 2.1";DEBIT;cv_clothes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;59.90;CHF;16.10.14 07:11:22.000000000;16.10.14 07:11:22.000000000;16.10.14 00:00:00.000000000;"Einkauf Metro Boutique St. G
14.10.2014/14:20 / Maestro-Karte 2.1";DEBIT;cv_clothes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;159.00;CHF;17.10.14 04:56:22.000000000;17.10.14 04:56:22.000000000;17.10.14 00:00:00.000000000;"Einkauf Zielcenter
15.10.2014/11:01 / Maestro-Karte 2.1";DEBIT;cv_clothes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;252.90;CHF;17.10.14 05:40:52.000000000;17.10.14 05:40:52.000000000;17.10.14 00:00:00.000000000;"Einkauf Fetzenladen
15.10.2014/11:03 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;24.10.14 02:49:40.000000000;24.10.14 02:49:40.000000000;24.10.14 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;179.80;CHF;26.10.14 09:41:21.000000000;26.10.14 09:41:21.000000000;27.10.14 00:00:00.000000000;"Einkauf Modehaus Goldesel
24.10.2014/10:30 / Maestro-Karte 2.1";DEBIT;cv_clothes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;973.20;CHF;27.10.14 01:29:05.000000000;27.10.14 01:29:05.000000000;27.10.14 00:00:00.000000000;"E-Banking Auftrag (E-Rechnung)
Viseca Card Services SA";DEBIT;cv_creditcard_payment;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 2.1;59.90;CHF;28.10.14 07:29:02.000000000;28.10.14 07:29:02.000000000;28.10.14 00:00:00.000000000;"Einkauf Dropa Steintal AG
27.10.2014/10:34 / Maestro-Karte 2.1";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;973.20;CHF;03.11.14 02:25:55.000000000;03.11.14 02:25:55.000000000;03.11.14 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;550.50;CHF;07.11.14 05:56:19.000000000;07.11.14 05:56:19.000000000;07.11.14 00:00:00.000000000;"Einkauf Tiefenbacher AG / 60
06.11.2014/13:20 / Maestro-Karte 2.1";DEBIT;cv_shoes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;59.90;CHF;08.11.14 04:56:17.000000000;08.11.14 04:56:17.000000000;10.11.14 00:00:00.000000000;"Einkauf Vogele Shoes / 655 A
07.11.2014/10:07 / Maestro-Karte 2.1";DEBIT;cv_shoes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;190.00;CHF;16.11.14 17:34:43.000000000;16.11.14 17:34:43.000000000;17.11.14 00:00:00.000000000;"Einkauf Dino Coiffeur
14.11.2014/10:49 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;26.11.14 02:20:13.000000000;26.11.14 02:20:13.000000000;26.11.14 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;314.60;CHF;27.11.14 10:40:54.000000000;27.11.14 10:40:54.000000000;27.11.14 00:00:00.000000000;"Einkauf Fetzenladen
25.11.2014/09:37 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;116.80;CHF;10.12.14 12:58:09.000000000;10.12.14 12:58:09.000000000;10.12.14 00:00:00.000000000;"Einkauf Dropa Steintal AG
09.12.2014/08:34 / Maestro-Karte 2.1";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;58.30;CHF;10.12.14 13:44:16.000000000;10.12.14 13:44:16.000000000;10.12.14 00:00:00.000000000;"Einkauf Fetzenladen
07.12.2014/13:26 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;20.00;CHF;22.12.14 01:26:39.000000000;22.12.14 01:26:39.000000000;22.12.14 00:00:00.000000000;E-Banking Auftrag an Famidea;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 2.1;750.00;CHF;24.12.14 03:33:36.000000000;24.12.14 03:33:36.000000000;24.12.14 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;166.00;CHF;25.12.14 03:55:56.000000000;25.12.14 03:55:56.000000000;29.12.14 00:00:00.000000000;"Einkauf Dino Coiffeur
23.12.2014/10:42 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;1573.10;CHF;31.12.14 00:00:00.000000000;31.12.14 00:00:00.000000000;31.12.14 00:00:00.000000000;1.625 % Habenzins ab 31.12.13 bis 100'000;CREDIT;cv_interest_income;;BANKBOOKING;9931;SYSTEM;UNSPLITTED;
Konto 2.1;550.60;CHF;31.12.14 00:00:00.000000000;31.12.14 00:00:00.000000000;31.12.14 00:00:00.000000000;35 % Verrechnungssteuer auf CHF 1'573.10;DEBIT;cv_withholding_tax;;BANKBOOKING;9930;SYSTEM;UNSPLITTED;
Konto 2.1;300.00;CHF;05.01.15 00:27:49.000000000;05.01.15 00:27:49.000000000;05.01.15 00:00:00.000000000;"E-Banking Auftrag (Kontoübertrag)
Kevin Feuerstein
Konto Konto 3.1";DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 2.1;69.70;CHF;18.01.15 05:45:21.000000000;18.01.15 05:45:21.000000000;19.01.15 00:00:00.000000000;"Einkauf Fetzenladen
16.01.2015/13:56 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;67.80;CHF;24.01.15 03:27:59.000000000;24.01.15 03:27:59.000000000;26.01.15 00:00:00.000000000;"Einkauf Dropa Steintal AG
23.01.2015/13:32 / Maestro-Karte 2.1";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;26.01.15 02:28:52.000000000;26.01.15 02:28:52.000000000;26.01.15 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;190.90;CHF;01.02.15 04:41:24.000000000;01.02.15 04:41:24.000000000;02.02.15 00:00:00.000000000;"Einkauf Dino Coiffeur
30.01.2015/15:15 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;95.70;CHF;12.02.15 04:11:55.000000000;12.02.15 04:11:55.000000000;12.02.15 00:00:00.000000000;"Einkauf Manor AG - 477
10.02.2015/16:26 / Maestro-Karte 2.1";DEBIT;cv_leisure_shopping;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;349.40;CHF;18.02.15 04:13:08.000000000;18.02.15 04:13:08.000000000;18.02.15 00:00:00.000000000;"Einkauf Fetzenladen
16.02.2015/15:58 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;69.90;CHF;18.02.15 04:43:08.000000000;18.02.15 04:43:08.000000000;18.02.15 00:00:00.000000000;"Einkauf Fetzenladen
16.02.2015/16:00 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;316.30;CHF;25.02.15 04:12:46.000000000;25.02.15 04:12:46.000000000;25.02.15 00:00:00.000000000;"Einkauf Fetzenladen
23.02.2015/14:55 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;26.02.15 02:17:11.000000000;26.02.15 02:17:11.000000000;26.02.15 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;166.00;CHF;12.03.15 03:26:24.000000000;12.03.15 03:26:24.000000000;12.03.15 00:00:00.000000000;"Einkauf Dino Coiffeur
10.03.2015/11:19 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;199.50;CHF;15.03.15 06:12:29.000000000;15.03.15 06:12:29.000000000;16.03.15 00:00:00.000000000;"Einkauf Zielcenter
13.03.2015/14:26 / Maestro-Karte 2.1";DEBIT;cv_clothes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;219.60;CHF;18.03.15 03:45:34.000000000;18.03.15 03:45:34.000000000;18.03.15 00:00:00.000000000;"Einkauf Schuhhaus Tiefenbach
17.03.2015/16:52 / Maestro-Karte 2.1";DEBIT;cv_shoes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;26.03.15 02:29:36.000000000;26.03.15 02:29:36.000000000;26.03.15 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;74.90;CHF;27.03.15 04:03:11.000000000;27.03.15 04:03:11.000000000;27.03.15 00:00:00.000000000;"Einkauf Fetzenladen
25.03.2015/10:02 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;249.40;CHF;27.03.15 04:56:24.000000000;27.03.15 04:56:24.000000000;27.03.15 00:00:00.000000000;"Einkauf Fetzenladen
25.03.2015/09:55 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;30.00;CHF;31.03.15 04:30:53.000000000;31.03.15 04:30:53.000000000;31.03.15 00:00:00.000000000;"Einkauf Dropa Steintal AG
30.03.2015/13:36 / Maestro-Karte 2.1";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;39.90;CHF;01.04.15 09:01:23.000000000;01.04.15 09:01:23.000000000;01.04.15 00:00:00.000000000;"Einkauf Fetzenladen
30.03.2015/13:33 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;20.90;CHF;11.04.15 04:00:02.000000000;11.04.15 04:00:02.000000000;13.04.15 00:00:00.000000000;"Einkauf Dropa Steintal AG
10.04.2015/15:43 / Maestro-Karte 2.1";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;161.00;CHF;23.04.15 09:57:43.000000000;23.04.15 09:57:43.000000000;23.04.15 00:00:00.000000000;"Einkauf Dino Coiffeur
21.04.2015/10:57 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;24.04.15 02:37:13.000000000;24.04.15 02:37:13.000000000;24.04.15 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;86.00;CHF;07.05.15 04:27:27.000000000;07.05.15 04:27:27.000000000;07.05.15 00:00:00.000000000;"Einkauf Dropa Steintal AG
06.05.2015/14:32 / Maestro-Karte 2.1";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;65.80;CHF;08.05.15 04:27:14.000000000;08.05.15 04:27:14.000000000;08.05.15 00:00:00.000000000;"Einkauf Fetzenladen
06.05.2015/15:32 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;26.05.15 08:42:29.000000000;26.05.15 08:42:29.000000000;26.05.15 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 2.1;161.00;CHF;28.05.15 05:56:16.000000000;28.05.15 05:56:16.000000000;28.05.15 00:00:00.000000000;"Einkauf Dino Coiffeur
26.05.2015/10:36 / Maestro-Karte 2.1";DEBIT;cv_hairdresser;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;205.20;CHF;05.06.15 03:58:41.000000000;05.06.15 03:58:41.000000000;05.06.15 00:00:00.000000000;"Einkauf Fetzenladen
03.06.2015/14:01 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;154.60;CHF;24.06.15 04:30:21.000000000;24.06.15 04:30:21.000000000;24.06.15 00:00:00.000000000;"Einkauf Fetzenladen
20.06.2015/09:22 / Maestro-Karte 2.1";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 2.1;750.00;CHF;26.06.15 03:14:52.000000000;26.06.15 03:14:52.000000000;26.06.15 00:00:00.000000000;Gutschrift Fred Feuerstein;CREDIT;cv_income;cv_income;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
